County,Year,Population,State,fips,_merge
Geneva County,2012,26928,AL,1061.0,both
Greene County,2012,8849,AL,1063.0,both
Hale County,2012,15366,AL,1065.0,both
Henry County,2012,17152,AL,1067.0,both
Houston County,2012,103410,AL,1069.0,both
Jackson County,2012,53107,AL,1071.0,both
Jefferson County,2012,658183,AL,1073.0,both
Lamar County,2012,14250,AL,1075.0,both
Lauderdale County,2012,92687,AL,1077.0,both
Lawrence County,2012,33782,AL,1079.0,both
Lee County,2012,148670,AL,1081.0,both
Limestone County,2012,87336,AL,1083.0,both
Lowndes County,2012,10857,AL,1085.0,both
Macon County,2012,20625,AL,1087.0,both
Madison County,2012,342823,AL,1089.0,both
Marengo County,2012,20378,AL,1091.0,both
Marion County,2012,30495,AL,1093.0,both
Marshall County,2012,94264,AL,1095.0,both
Mobile County,2012,413893,AL,1097.0,both
Monroe County,2012,22582,AL,1099.0,both
Montgomery County,2012,228923,AL,1101.0,both
Morgan County,2012,120148,AL,1103.0,both
Perry County,2012,10166,AL,1105.0,both
Pickens County,2012,19314,AL,1107.0,both
Pike County,2012,33225,AL,1109.0,both
Randolph County,2012,22541,AL,1111.0,both
Russell County,2012,57549,AL,1113.0,both
St. Clair County,2012,84779,AL,1115.0,both
Shelby County,2012,200949,AL,1117.0,both
Sumter County,2012,13444,AL,1119.0,both
Talladega County,2012,82170,AL,1121.0,both
Tallapoosa County,2012,41060,AL,1123.0,both
Tuscaloosa County,2012,198884,AL,1125.0,both
Walker County,2012,66110,AL,1127.0,both
Washington County,2012,17147,AL,1129.0,both
Wilcox County,2012,11304,AL,1131.0,both
Winston County,2012,24194,AL,1133.0,both
Autauga County,2013,54747,AL,1001.0,both
Baldwin County,2013,194978,AL,1003.0,both
Barbour County,2013,26946,AL,1005.0,both
Bibb County,2013,22510,AL,1007.0,both
Blount County,2013,57630,AL,1009.0,both
Bullock County,2013,10557,AL,1011.0,both
Butler County,2013,20359,AL,1013.0,both
Calhoun County,2013,116528,AL,1015.0,both
Chambers County,2013,34125,AL,1017.0,both
Cherokee County,2013,26022,AL,1019.0,both
Chilton County,2013,43617,AL,1021.0,both
Choctaw County,2013,13401,AL,1023.0,both
Clarke County,2013,25131,AL,1025.0,both
Clay County,2013,13406,AL,1027.0,both
Cleburne County,2013,14974,AL,1029.0,both
Coffee County,2013,50709,AL,1031.0,both
Colbert County,2013,54544,AL,1033.0,both
Conecuh County,2013,12908,AL,1035.0,both
Coosa County,2013,11252,AL,1037.0,both
Covington County,2013,37820,AL,1039.0,both
Crenshaw County,2013,13847,AL,1041.0,both
Cullman County,2013,80704,AL,1043.0,both
Dale County,2013,49807,AL,1045.0,both
Dallas County,2013,41981,AL,1047.0,both
DeKalb County,2013,70881,AL,1049.0,both
Elmore County,2013,80557,AL,1051.0,both
Escambia County,2013,37775,AL,1053.0,both
Etowah County,2013,103891,AL,1055.0,both
Fayette County,2013,16837,AL,1057.0,both
Franklin County,2013,31566,AL,1059.0,both
Geneva County,2013,26688,AL,1061.0,both
Greene County,2013,8749,AL,1063.0,both
Hale County,2013,15249,AL,1065.0,both
Henry County,2013,17128,AL,1067.0,both
Houston County,2013,103691,AL,1069.0,both
Jackson County,2013,52986,AL,1071.0,both
Jefferson County,2013,659434,AL,1073.0,both
Lamar County,2013,14214,AL,1075.0,both
Lauderdale County,2013,92738,AL,1077.0,both
Lawrence County,2013,33553,AL,1079.0,both
Lee County,2013,151943,AL,1081.0,both
Limestone County,2013,88931,AL,1083.0,both
Lowndes County,2013,10666,AL,1085.0,both
Macon County,2013,20043,AL,1087.0,both
Madison County,2013,346764,AL,1089.0,both
Marengo County,2013,20123,AL,1091.0,both
Marion County,2013,30236,AL,1093.0,both
Marshall County,2013,94358,AL,1095.0,both
Mobile County,2013,414025,AL,1097.0,both
Monroe County,2013,22174,AL,1099.0,both
Montgomery County,2013,228261,AL,1101.0,both
Morgan County,2013,119625,AL,1103.0,both
Perry County,2013,10005,AL,1105.0,both
Pickens County,2013,19309,AL,1107.0,both
Pike County,2013,33728,AL,1109.0,both
Randolph County,2013,22558,AL,1111.0,both
Russell County,2013,59219,AL,1113.0,both
St. Clair County,2013,85831,AL,1115.0,both
Shelby County,2013,204088,AL,1117.0,both
Sumter County,2013,13398,AL,1119.0,both
Talladega County,2013,81604,AL,1121.0,both
Tallapoosa County,2013,41039,AL,1123.0,both
Tuscaloosa County,2013,201192,AL,1125.0,both
Walker County,2013,65790,AL,1127.0,both
Washington County,2013,16898,AL,1129.0,both
Wilcox County,2013,11148,AL,1131.0,both
Winston County,2013,24190,AL,1133.0,both
Autauga County,2014,54922,AL,1001.0,both
Baldwin County,2014,199306,AL,1003.0,both
Barbour County,2014,26768,AL,1005.0,both
Bibb County,2014,22541,AL,1007.0,both
Blount County,2014,57536,AL,1009.0,both
Bullock County,2014,10668,AL,1011.0,both
Butler County,2014,20332,AL,1013.0,both
Calhoun County,2014,115991,AL,1015.0,both
Chambers County,2014,33964,AL,1017.0,both
Cherokee County,2014,25900,AL,1019.0,both
Chilton County,2014,43751,AL,1021.0,both
Choctaw County,2014,13322,AL,1023.0,both
Clarke County,2014,24873,AL,1025.0,both
Clay County,2014,13443,AL,1027.0,both
Cleburne County,2014,15029,AL,1029.0,both
Coffee County,2014,50693,AL,1031.0,both
Colbert County,2014,54484,AL,1033.0,both
Conecuh County,2014,12674,AL,1035.0,both
Coosa County,2014,11037,AL,1037.0,both
Covington County,2014,37766,AL,1039.0,both
Crenshaw County,2014,13851,AL,1041.0,both
Cullman County,2014,81081,AL,1043.0,both
Dale County,2014,49465,AL,1045.0,both
Dallas County,2014,41560,AL,1047.0,both
DeKalb County,2014,70963,AL,1049.0,both
Elmore County,2014,80563,AL,1051.0,both
Escambia County,2014,37749,AL,1053.0,both
Etowah County,2014,103417,AL,1055.0,both
Fayette County,2014,16784,AL,1057.0,both
Franklin County,2014,31572,AL,1059.0,both
Geneva County,2014,26605,AL,1061.0,both
Greene County,2014,8585,AL,1063.0,both
Hale County,2014,15047,AL,1065.0,both
Henry County,2014,17074,AL,1067.0,both
Houston County,2014,104216,AL,1069.0,both
Jackson County,2014,52592,AL,1071.0,both
Jefferson County,2014,660185,AL,1073.0,both
Lamar County,2014,14071,AL,1075.0,both
Lauderdale County,2014,93049,AL,1077.0,both
Lawrence County,2014,33423,AL,1079.0,both
Lee County,2014,154682,AL,1081.0,both
Limestone County,2014,90622,AL,1083.0,both
Lowndes County,2014,10497,AL,1085.0,both
Macon County,2014,19670,AL,1087.0,both
Madison County,2014,349973,AL,1089.0,both
Marengo County,2014,19990,AL,1091.0,both
Marion County,2014,30215,AL,1093.0,both
Marshall County,2014,94262,AL,1095.0,both
Mobile County,2014,414298,AL,1097.0,both
Monroe County,2014,21927,AL,1099.0,both
Montgomery County,2014,227647,AL,1101.0,both
Morgan County,2014,119496,AL,1103.0,both
Perry County,2014,9809,AL,1105.0,both
Pickens County,2014,20283,AL,1107.0,both
Pike County,2014,33217,AL,1109.0,both
Randolph County,2014,22362,AL,1111.0,both
Russell County,2014,59310,AL,1113.0,both
St. Clair County,2014,86014,AL,1115.0,both
Shelby County,2014,206346,AL,1117.0,both
Sumter County,2014,13276,AL,1119.0,both
Talladega County,2014,81550,AL,1121.0,both
Tallapoosa County,2014,40898,AL,1123.0,both
Tuscaloosa County,2014,203228,AL,1125.0,both
Walker County,2014,65354,AL,1127.0,both
Washington County,2014,16868,AL,1129.0,both
Wilcox County,2014,10950,AL,1131.0,both
Winston County,2014,24141,AL,1133.0,both
Autauga County,2015,54903,AL,1001.0,both
Baldwin County,2015,203101,AL,1003.0,both
Barbour County,2015,26300,AL,1005.0,both
Bibb County,2015,22553,AL,1007.0,both
Blount County,2015,57535,AL,1009.0,both
Bullock County,2015,10404,AL,1011.0,both
Butler County,2015,20168,AL,1013.0,both
Calhoun County,2015,115550,AL,1015.0,both
Chambers County,2015,33991,AL,1017.0,both
Cherokee County,2015,25739,AL,1019.0,both
Chilton County,2015,43693,AL,1021.0,both
Choctaw County,2015,13237,AL,1023.0,both
Clarke County,2015,24711,AL,1025.0,both
Clay County,2015,13415,AL,1027.0,both
Cleburne County,2015,14923,AL,1029.0,both
Coffee County,2015,51004,AL,1031.0,both
Colbert County,2015,54439,AL,1033.0,both
Conecuh County,2015,12677,AL,1035.0,both
Coosa County,2015,10935,AL,1037.0,both
Covington County,2015,37566,AL,1039.0,both
Crenshaw County,2015,13851,AL,1041.0,both
Cullman County,2015,81771,AL,1043.0,both
Dale County,2015,49428,AL,1045.0,both
Dallas County,2015,40947,AL,1047.0,both
DeKalb County,2015,71065,AL,1049.0,both
Elmore County,2015,80903,AL,1051.0,both
Escambia County,2015,37676,AL,1053.0,both
Etowah County,2015,103033,AL,1055.0,both
Fayette County,2015,16711,AL,1057.0,both
Franklin County,2015,31532,AL,1059.0,both
Geneva County,2015,26645,AL,1061.0,both
Greene County,2015,8509,AL,1063.0,both
Hale County,2015,15016,AL,1065.0,both
Henry County,2015,17097,AL,1067.0,both
Houston County,2015,104326,AL,1069.0,both
Jackson County,2015,52229,AL,1071.0,both
Jefferson County,2015,660717,AL,1073.0,both
Lamar County,2015,13931,AL,1075.0,both
Lauderdale County,2015,92524,AL,1077.0,both
Lawrence County,2015,33116,AL,1079.0,both
Lee County,2015,157162,AL,1081.0,both
Limestone County,2015,91596,AL,1083.0,both
Lowndes County,2015,10350,AL,1085.0,both
Macon County,2015,19331,AL,1087.0,both
Madison County,2015,353194,AL,1089.0,both
Marengo County,2015,19772,AL,1091.0,both
Marion County,2015,30137,AL,1093.0,both
Marshall County,2015,94588,AL,1095.0,both
Mobile County,2015,414654,AL,1097.0,both
Monroe County,2015,21720,AL,1099.0,both
Montgomery County,2015,227420,AL,1101.0,both
Morgan County,2015,119316,AL,1103.0,both
Perry County,2015,9650,AL,1105.0,both
Pickens County,2015,20788,AL,1107.0,both
Pike County,2015,33518,AL,1109.0,both
Randolph County,2015,22603,AL,1111.0,both
Russell County,2015,58946,AL,1113.0,both
St. Clair County,2015,86569,AL,1115.0,both
Shelby County,2015,209047,AL,1117.0,both
Sumter County,2015,13212,AL,1119.0,both
Talladega County,2015,81168,AL,1121.0,both
Tallapoosa County,2015,40628,AL,1123.0,both
Tuscaloosa County,2015,204953,AL,1125.0,both
Walker County,2015,64950,AL,1127.0,both
Washington County,2015,16831,AL,1129.0,both
Wilcox County,2015,10900,AL,1131.0,both
Winston County,2015,23929,AL,1133.0,both
Apache County,2003,67938,AZ,4001.0,both
Cochise County,2003,121175,AZ,4003.0,both
Coconino County,2003,121545,AZ,4005.0,both
Gila County,2003,50906,AZ,4007.0,both
Graham County,2003,32785,AZ,4009.0,both
Greenlee County,2003,7381,AZ,4011.0,both
La Paz County,2003,19516,AZ,4012.0,both
Maricopa County,2003,3391391,AZ,4013.0,both
Mohave County,2003,171019,AZ,4015.0,both
Navajo County,2003,103220,AZ,4017.0,both
Pima County,2003,903320,AZ,4019.0,both
Pinal County,2003,208772,AZ,4021.0,both
Santa Cruz County,2003,39541,AZ,4023.0,both
Yavapai County,2003,183400,AZ,4025.0,both
Yuma County,2003,169297,AZ,4027.0,both
Apache County,2004,67943,AZ,4001.0,both
Cochise County,2004,123235,AZ,4003.0,both
Coconino County,2004,123349,AZ,4005.0,both
Gila County,2004,50848,AZ,4007.0,both
Graham County,2004,32441,AZ,4009.0,both
Greenlee County,2004,7307,AZ,4011.0,both
La Paz County,2004,19696,AZ,4012.0,both
Maricopa County,2004,3502635,AZ,4013.0,both
Mohave County,2004,178313,AZ,4015.0,both
Navajo County,2004,105020,AZ,4017.0,both
Pima County,2004,924205,AZ,4019.0,both
Pinal County,2004,220724,AZ,4021.0,both
Santa Cruz County,2004,40177,AZ,4023.0,both
Yavapai County,2004,189532,AZ,4025.0,both
Yuma County,2004,174000,AZ,4027.0,both
Apache County,2005,68250,AZ,4001.0,both
Cochise County,2005,125637,AZ,4003.0,both
Coconino County,2005,124804,AZ,4005.0,both
Gila County,2005,50914,AZ,4007.0,both
Graham County,2005,32629,AZ,4009.0,both
Greenlee County,2005,7292,AZ,4011.0,both
La Paz County,2005,20007,AZ,4012.0,both
Maricopa County,2005,3647131,AZ,4013.0,both
Mohave County,2005,185940,AZ,4015.0,both
Navajo County,2005,106968,AZ,4017.0,both
Pima County,2005,948965,AZ,4019.0,both
Pinal County,2005,237457,AZ,4021.0,both
Santa Cruz County,2005,41113,AZ,4023.0,both
Yavapai County,2005,197533,AZ,4025.0,both
Yuma County,2005,180194,AZ,4027.0,both
Apache County,2006,69066,AZ,4001.0,both
Cochise County,2006,126751,AZ,4003.0,both
Coconino County,2006,126029,AZ,4005.0,both
Gila County,2006,51635,AZ,4007.0,both
Graham County,2006,33286,AZ,4009.0,both
Greenlee County,2006,7465,AZ,4011.0,both
La Paz County,2006,20118,AZ,4012.0,both
Maricopa County,2006,3776118,AZ,4013.0,both
Mohave County,2006,192724,AZ,4015.0,both
Navajo County,2006,109000,AZ,4017.0,both
Pima County,2006,975476,AZ,4019.0,both
Pinal County,2006,270453,AZ,4021.0,both
Santa Cruz County,2006,42040,AZ,4023.0,both
Yavapai County,2006,206672,AZ,4025.0,both
Yuma County,2006,185267,AZ,4027.0,both
Apache County,2007,69278,AZ,4001.0,both
Cochise County,2007,127736,AZ,4003.0,both
Coconino County,2007,127451,AZ,4005.0,both
Gila County,2007,52231,AZ,4007.0,both
Graham County,2007,34736,AZ,4009.0,both
Greenlee County,2007,7760,AZ,4011.0,both
La Paz County,2007,20133,AZ,4012.0,both
Maricopa County,2007,3872962,AZ,4013.0,both
Mohave County,2007,195852,AZ,4015.0,both
Navajo County,2007,110999,AZ,4017.0,both
Pima County,2007,996593,AZ,4019.0,both
Pinal County,2007,302633,AZ,4021.0,both
Santa Cruz County,2007,42692,AZ,4023.0,both
Yavapai County,2007,212004,AZ,4025.0,both
Yuma County,2007,189181,AZ,4027.0,both
Apache County,2008,69520,AZ,4001.0,both
Cochise County,2008,128425,AZ,4003.0,both
Coconino County,2008,128426,AZ,4005.0,both
Gila County,2008,52273,AZ,4007.0,both
Graham County,2008,36204,AZ,4009.0,both
Greenlee County,2008,8058,AZ,4011.0,both
La Paz County,2008,20005,AZ,4012.0,both
Maricopa County,2008,3958263,AZ,4013.0,both
Mohave County,2008,195601,AZ,4015.0,both
Navajo County,2008,112348,AZ,4017.0,both
Pima County,2008,1009832,AZ,4019.0,both
Pinal County,2008,329060,AZ,4021.0,both
Santa Cruz County,2008,43133,AZ,4023.0,both
Yavapai County,2008,214930,AZ,4025.0,both
Yuma County,2008,193299,AZ,4027.0,both
Apache County,2009,70591,AZ,4001.0,both
Cochise County,2009,129518,AZ,4003.0,both
Coconino County,2009,129849,AZ,4005.0,both
Gila County,2009,52199,AZ,4007.0,both
Graham County,2009,37045,AZ,4009.0,both
Greenlee County,2009,8041,AZ,4011.0,both
La Paz County,2009,20012,AZ,4012.0,both
Maricopa County,2009,4023132,AZ,4013.0,both
Mohave County,2009,194825,AZ,4015.0,both
Navajo County,2009,112975,AZ,4017.0,both
Pima County,2009,1020200,AZ,4019.0,both
Pinal County,2009,340962,AZ,4021.0,both
Santa Cruz County,2009,43771,AZ,4023.0,both
Yavapai County,2009,215686,AZ,4025.0,both
Yuma County,2009,196972,AZ,4027.0,both
Apache County,2010,71518,AZ,4001.0,both
Cochise County,2010,131346,AZ,4003.0,both
Coconino County,2010,134421,AZ,4005.0,both
Gila County,2010,53597,AZ,4007.0,both
Graham County,2010,37220,AZ,4009.0,both
Greenlee County,2010,8437,AZ,4011.0,both
La Paz County,2010,20489,AZ,4012.0,both
Maricopa County,2010,3817117,AZ,4013.0,both
Mohave County,2010,200186,AZ,4015.0,both
Navajo County,2010,107449,AZ,4017.0,both
Pima County,2010,980263,AZ,4019.0,both
Pinal County,2010,375770,AZ,4021.0,both
Santa Cruz County,2010,47420,AZ,4023.0,both
Yavapai County,2010,211033,AZ,4025.0,both
Yuma County,2010,195751,AZ,4027.0,both
Apache County,2011,72181,AZ,4001.0,both
Cochise County,2011,133124,AZ,4003.0,both
Coconino County,2011,134309,AZ,4005.0,both
Gila County,2011,53445,AZ,4007.0,both
Graham County,2011,37129,AZ,4009.0,both
Greenlee County,2011,8587,AZ,4011.0,both
La Paz County,2011,20606,AZ,4012.0,both
Maricopa County,2011,3875371,AZ,4013.0,both
Mohave County,2011,202888,AZ,4015.0,both
Navajo County,2011,107560,AZ,4017.0,both
Pima County,2011,988500,AZ,4019.0,both
Pinal County,2011,378114,AZ,4021.0,both
Santa Cruz County,2011,47640,AZ,4023.0,both
Yavapai County,2011,211081,AZ,4025.0,both
Yuma County,2011,202881,AZ,4027.0,both
Apache County,2012,72231,AZ,4001.0,both
Cochise County,2012,132085,AZ,4003.0,both
Coconino County,2012,136204,AZ,4005.0,both
Gila County,2012,53009,AZ,4007.0,both
Graham County,2012,37027,AZ,4009.0,both
Greenlee County,2012,8764,AZ,4011.0,both
La Paz County,2012,20524,AZ,4012.0,both
Maricopa County,2012,3948165,AZ,4013.0,both
Mohave County,2012,203484,AZ,4015.0,both
Navajo County,2012,107334,AZ,4017.0,both
Pima County,2012,993231,AZ,4019.0,both
Pinal County,2012,382371,AZ,4021.0,both
Santa Cruz County,2012,47330,AZ,4023.0,both
Yavapai County,2012,212065,AZ,4025.0,both
Yuma County,2012,202520,AZ,4027.0,both
Apache County,2013,72333,AZ,4001.0,both
Cochise County,2013,129664,AZ,4003.0,both
Coconino County,2013,136788,AZ,4005.0,both
Gila County,2013,53026,AZ,4007.0,both
Graham County,2013,37456,AZ,4009.0,both
Greenlee County,2013,8918,AZ,4011.0,both
La Paz County,2013,20526,AZ,4012.0,both
Maricopa County,2013,4018657,AZ,4013.0,both
Mohave County,2013,203322,AZ,4015.0,both
Navajo County,2013,107164,AZ,4017.0,both
Pima County,2013,997374,AZ,4019.0,both
Pinal County,2013,385574,AZ,4021.0,both
Santa Cruz County,2013,46902,AZ,4023.0,both
Yavapai County,2013,214539,AZ,4025.0,both
Yuma County,2013,202447,AZ,4027.0,both
Apache County,2014,71808,AZ,4001.0,both
Cochise County,2014,127437,AZ,4003.0,both
Coconino County,2014,137675,AZ,4005.0,both
Gila County,2014,53074,AZ,4007.0,both
Graham County,2014,38123,AZ,4009.0,both
Greenlee County,2014,9356,AZ,4011.0,both
La Paz County,2014,20521,AZ,4012.0,both
Maricopa County,2014,4094842,AZ,4013.0,both
Mohave County,2014,203670,AZ,4015.0,both
Navajo County,2014,107741,AZ,4017.0,both
Pima County,2014,1004521,AZ,4019.0,both
Pinal County,2014,395563,AZ,4021.0,both
Santa Cruz County,2014,46596,AZ,4023.0,both
Yavapai County,2014,217882,AZ,4025.0,both
Yuma County,2014,204064,AZ,4027.0,both
Apache County,2015,71026,AZ,4001.0,both
Cochise County,2015,126594,AZ,4003.0,both
Coconino County,2015,139100,AZ,4005.0,both
Gila County,2015,53020,AZ,4007.0,both
Graham County,2015,37888,AZ,4009.0,both
Greenlee County,2015,9587,AZ,4011.0,both
La Paz County,2015,20476,AZ,4012.0,both
Maricopa County,2015,4174423,AZ,4013.0,both
Mohave County,2015,204890,AZ,4015.0,both
Navajo County,2015,107695,AZ,4017.0,both
Pima County,2015,1009490,AZ,4019.0,both
Pinal County,2015,405922,AZ,4021.0,both
Santa Cruz County,2015,46493,AZ,4023.0,both
Yavapai County,2015,221019,AZ,4025.0,both
Yuma County,2015,205187,AZ,4027.0,both
Arkansas County,2003,19883,AR,5001.0,both
Ashley County,2003,23478,AR,5003.0,both
Baxter County,2003,38943,AR,5005.0,both
Benton County,2003,174785,AR,5007.0,both
Boone County,2003,34507,AR,5009.0,both
Bradley County,2003,12395,AR,5011.0,both
Calhoun County,2003,5564,AR,5013.0,both
Carroll County,2003,26279,AR,5015.0,both
Chicot County,2003,13180,AR,5017.0,both
Clark County,2003,23294,AR,5019.0,both
Clay County,2003,16769,AR,5021.0,both
Cleburne County,2003,24606,AR,5023.0,both
Cleveland County,2003,8629,AR,5025.0,both
Columbia County,2003,24815,AR,5027.0,both
Conway County,2003,20338,AR,5029.0,both
Craighead County,2003,84953,AR,5031.0,both
Crawford County,2003,55317,AR,5033.0,both
Crittenden County,2003,50998,AR,5035.0,both
Cross County,2003,19096,AR,5037.0,both
Dallas County,2003,8665,AR,5039.0,both
Desha County,2003,14485,AR,5041.0,both
Drew County,2003,18620,AR,5043.0,both
Faulkner County,2003,93292,AR,5045.0,both
Franklin County,2003,17856,AR,5047.0,both
Fulton County,2003,11596,AR,5049.0,both
Garland County,2003,91196,AR,5051.0,both
Grant County,2003,16743,AR,5053.0,both
Greene County,2003,38304,AR,5055.0,both
Hempstead County,2003,23187,AR,5057.0,both
Hot Spring County,2003,30416,AR,5059.0,both
Howard County,2003,14301,AR,5061.0,both
Independence County,2003,34119,AR,5063.0,both
